Minutes,Torq (N-m),Km/h,Watts,Km,Cadence,Hrate,ID,Altitude (m)
0.833383,0,19.53,147,0.230591,96,0,0,0,
0.85005,0,19.404,161,0.235036,94,0,0,0,
0.866717,0,19.908,156,0.240426,97,0,0,0,
0.883433,0,19.53,172,0.245032,96,0,0,0,
0.900117,0,19.026,172,0.250345,94,0,0,0,
0.9167,0,18.144,154,0.254848,90,0,0,0,
0.933467,0,18.522,146,0.259286,90,0,0,0,
0.95015,0,18.9,146,0.264079,92,0,0,0,
0.9667,0,19.278,147,0.268517,94,0,0,0,
0.983367,0,19.026,143,0.273822,93,0,0,0,
1.00003,0,18.27,149,0.278224,91,0,0,0,
1.01672,0,18.774,149,0.283411,91,0,0,0,
1.03338,0,18.7104,150,0.287835,91,0,0,0,
1.05003,0,18.27,150,0.292227,89,0,0,0,
1.0667,0,18.27,142,0.296943,89,0,0,0,
1.08337,0,18.27,143,0.302033,90,0,0,0,
1.10003,0,18.9,145,0.307147,91,0,0,0,
1.1167,0,17.64,141,0.312336,88,0,0,0,
1.13342,0,17.9824,134,0.317355,89,0,0,0,
1.15003,0,18.522,146,0.322099,91,0,0,0,
1.1667,0,18.9,146,0.327349,91,0,0,0,
1.18338,0,18.522,144,0.332074,89,0,0,0,
1.20008,0,19.152,146,0.336904,93,0,0,0,
1.21672,0,19.908,165,0.34227,99,0,0,0,
1.23338,0,18.648,156,0.347338,97,0,0,0,
1.25003,0,19.5244,161,0.35263,93,0,0,0,
1.2669,0,19.026,146,0.357581,92,0,0,0,
1.2834,0,19.152,154,0.362482,93,0,0,0,
1.30005,0,18.7671,146,0.367339,90,0,0,0,
1.31672,0,18.648,146,0.372179,92,0,0,0,
1.33337,0,18.648,144,0.376967,91,0,0,0,
1.3501,0,18.774,131,0.38177,90,0,0,0,
1.36682,0,19.026,150,0.386194,92,0,0,0,
1.38343,0,18.648,135,0.391438,90,0,0,0,
1.40007,0,18.396,142,0.396613,92,0,0,0,
1.41678,0,19.152,138,0.401422,93,0,0,0,
1.43348,0,18.396,148,0.406692,91,0,0,0,
1.45005,0,18.9046,148,0.41153,93,0,0,0,
1.46678,0,18.774,148,0.416766,94,0,0,0,
1.48345,0,19.152,153,0.422069,94,0,0,0,
1.50005,0,19.53,158,0.427067,98,0,0,0,
1.51678,0,18.648,154,0.432009,94,0,0,0,
1.53338,0,19.278,156,0.436496,94,0,0,0,
1.55015,0,19.026,168,0.441832,93,0,0,0,
1.56672,0,19.026,169,0.446319,93,0,0,0,
1.58348,0,20.16,169,0.451646,96,0,0,0,
1.60003,0,18.774,167,0.456743,96,0,0,0,
1.61677,0,11.97,171,0.460824,95,0,0,0,
1.63338,0,19.3657,159,0.465365,93,0,0,0,
1.65007,0,18.396,163,0.469911,93,0,0,0,
1.66672,0,18.8127,158,0.475044,92,0,0,0,
1.68345,0,18.522,168,0.479944,93,0,0,0,
1.70015,0,19.0441,148,0.485166,92,0,0,0,
1.71677,0,18.522,151,0.489198,90,0,0,0,
1.73338,0,19.656,151,0.494469,95,0,0,0,
1.75013,0,19.1147,156,0.499864,95,0,0,0,
1.76672,0,19.7234,173,0.504409,97,0,0,0,
1.78338,0,19.7738,174,0.50989,97,0,0,0,
1.80008,0,20.0037,174,0.514515,96,0,0,0,
1.81678,0,19.3294,152,0.51989,93,0,0,0,
1.83345,0,18.9,152,0.524379,92,0,0,0,
1.85005,0,19.53,153,0.528901,93,0,0,0,
1.8667,0,18.9,158,0.533408,92,0,0,0,
1.88345,0,19.404,162,0.537895,95,0,0,0,
1.90012,0,19.404,164,0.542438,95,0,0,0,
1.91672,0,19.152,164,0.546974,94,0,0,0,
1.9335,0,18.9,146,0.552272,92,0,0,0,
1.95017,0,18.774,146,0.556724,93,0,0,0,
1.96673,0,18.6991,148,0.561893,90,0,0,0,
1.98343,0,18.5646,144,0.566672,90,0,0,0,
2.00005,0,18.8127,151,0.57182,91,0,0,0,
2.01672,0,18.6991,149,0.576608,90,0,0,0,
2.03338,0,18.774,149,0.581749,90,0,0,0,
2.05005,0,18.9,163,0.586551,93,0,0,0,
2.06677,0,11.34,163,0.591059,96,0,0,0,
2.08347,0,19.3415,159,0.595879,91,0,0,0,
2.1001,0,18.396,152,0.600766,91,0,0,0,
2.11673,0,18.7444,140,0.605932,91,0,0,0,
2.13345,0,18.5869,151,0.611128,91,0,0,0,
2.1501,0,18.9,151,0.616315,91,0,0,0,
2.1668,0,18.4101,150,0.621538,91,0,0,0,
2.18343,0,18.648,150,0.626334,91,0,0,0,
2.20005,0,18.9,146,0.631516,91,0,0,0,
2.21672,0,19.152,152,0.636775,94,0,0,0,
2.23338,0,19.1147,155,0.642025,92,0,0,0,
2.25005,0,19.152,150,0.647268,92,0,0,0,
2.26672,0,19.53,150,0.65263,95,0,0,0,
2.28338,0,19.656,162,0.657551,95,0,0,0,
2.30015,0,19.026,163,0.662143,94,0,0,0,
2.31673,0,19.3294,151,0.667046,94,0,0,0,
2.3334,0,19.026,147,0.671972,91,0,0,0,
2.35008,0,18.9277,154,0.677257,92,0,0,0,
2.36685,0,18.8816,152,0.682103,93,0,0,0,
2.3835,0,18.774,152,0.687408,92,0,0,0,
2.40018,0,18.5424,151,0.691865,94,0,0,0,
2.41673,0,18.9,151,0.697221,97,0,0,0,
2.43338,0,19.5244,156,0.702142,96,0,0,0,
2.45007,0,19.6483,165,0.707244,98,0,0,0,
2.46673,0,19.7486,168,0.711772,96,0,0,0,
2.4834,0,20.0037,166,0.716881,97,0,0,0,
2.50015,0,19.656,153,0.721525,96,0,0,0,
2.51672,0,19.4998,157,0.726138,93,0,0,0,
2.5334,0,19.026,158,0.730685,93,0,0,0,
2.55007,0,19.1857,147,0.73513,94,0,0,0,
2.56673,0,18.396,146,0.7396,90,0,0,0,
2.58347,0,18.8586,146,0.74443,94,0,0,0,
2.60017,0,18.018,148,0.7489,92,0,0,0,
2.6168,0,18.476,136,0.753632,93,0,0,0,
2.6335,0,19.152,155,0.758124,96,0,0,0,
2.65013,0,19.7991,165,0.762639,97,0,0,0,
2.66673,0,19.6234,160,0.766812,95,0,0,0,
2.68342,0,19.1147,150,0.771388,91,0,0,0,
2.70013,0,18.6316,135,0.775418,91,0,0,0,
2.71673,0,18.5202,147,0.779833,91,0,0,0,
2.73348,0,18.8356,132,0.784201,91,0,0,0,
2.75007,0,18.774,132,0.788226,90,0,0,0,
2.76682,0,19.2334,140,0.792988,93,0,0,0,
2.78338,0,18.6766,146,0.797464,93,0,0,0,
2.80005,0,19.2334,145,0.80275,94,0,0,0,
2.81682,0,18.648,155,0.808051,94,0,0,0,
2.83348,0,18.774,156,0.812811,91,0,0,0,
2.85012,0,18.774,147,0.818039,92,0,0,0,
2.86675,0,19.278,143,0.822806,92,0,0,0,
2.8834,0,18.396,143,0.82807,91,0,0,0,
2.90007,0,19.152,152,0.832919,93,0,0,0,
2.91673,0,18.8586,132,0.838141,91,0,0,0,
2.93352,0,19.026,148,0.842955,92,0,0,0,
2.95008,0,18.8356,132,0.848212,92,0,0,0,
2.96675,0,18.018,140,0.853031,90,0,0,0,
2.98352,0,18.2797,133,0.858106,89,0,0,0,
3.00017,0,19.162,154,0.863378,95,0,0,0,
3.01675,0,18.8816,141,0.868251,92,0,0,0,
3.0334,0,18.2581,131,0.872996,89,0,0,0,
3.05008,0,18.5646,140,0.877727,90,0,0,0,
3.06675,0,18.3664,137,0.882478,91,0,0,0,
3.0834,0,19.0207,151,0.887671,93,0,0,0,
3.10007,0,19.5986,157,0.892626,97,0,0,0,
3.11675,0,19.6483,151,0.897663,96,0,0,0,
3.13352,0,19.8753,150,0.902695,94,0,0,0,
3.15008,0,19.404,153,0.907704,94,0,0,0,
3.16675,0,19.8498,171,0.912723,98,0,0,0,
3.18345,0,19.782,147,0.917336,97,0,0,0,
3.20008,0,19.782,155,0.922397,97,0,0,0,
3.21685,0,19.9009,162,0.927038,97,0,0,0,
3.2334,0,19.152,146,0.932064,95,0,0,0,
3.25018,0,18.522,147,0.936586,91,0,0,0,
3.26673,0,21.294,147,0.941402,93,0,0,0,
3.2834,0,19.782,148,0.946586,99,0,0,0,
3.30007,0,21.672,177,0.951402,106,0,0,0,
3.3168,0,20.538,187,0.956911,106,0,0,0,
3.33348,0,12.6,161,0.962392,96,0,0,0,
3.35007,0,12.474,162,0.967551,93,0,0,0,
3.36673,0,12.096,156,0.971843,92,0,0,0,
3.38348,0,12.096,133,0.975982,92,0,0,0,
3.40008,0,11.592,140,0.98046,95,0,0,0,
3.41677,0,11.718,141,0.984919,93,0,0,0,
3.43345,0,11.844,143,0.988956,92,0,0,0,
3.45008,0,19.152,147,0.993463,94,0,0,0,
3.4668,0,11.844,151,0.998434,93,0,0,0,
3.4835,0,19.278,152,1.00291,93,0,0,0,
3.50018,0,11.592,135,1.00789,99,0,0,0,
3.51673,0,11.718,156,1.01247,97,0,0,0,
3.53342,0,11.34,149,1.01702,99,0,0,0,
3.5502,0,20.034,160,1.02115,98,0,0,0,
3.5669,0,20.79,164,1.02629,99,0,0,0,
3.58342,0,12.348,152,1.03151,100,0,0,0,
3.60007,0,19.404,173,1.03586,95,0,0,0,
3.61677,0,20.286,157,1.04085,95,0,0,0,
3.6334,0,19.782,143,1.0455,97,0,0,0,
3.65007,0,20.286,155,1.05091,95,0,0,0,
3.66677,0,12.096,163,1.05653,100,0,0,0,
3.6834,0,20.034,155,1.06164,97,0,0,0,
3.7002,0,12.096,154,1.06714,98,0,0,0,
3.71687,0,11.97,154,1.0722,97,0,0,0,
3.73342,0,12.096,153,1.07727,97,0,0,0,
3.75015,0,12.348,161,1.0823,95,0,0,0,
3.76675,0,19.404,137,1.08695,97,0,0,0,
3.78343,0,19.404,156,1.09197,95,0,0,0,
3.8001,0,19.53,159,1.09693,96,0,0,0,
3.81677,0,11.97,145,1.10195,97,0,0,0,
3.83342,0,20.16,153,1.1066,98,0,0,0,
3.85007,0,20.286,155,1.11169,99,0,0,0,
3.86675,0,12.348,168,1.1169,98,0,0,0,
3.88348,0,19.53,162,1.12162,98,0,0,0,
3.90015,0,12.474,144,1.12671,96,0,0,0,
3.91683,0,20.286,156,1.13137,96,0,0,0,
3.9335,0,19.908,165,1.1365,98,0,0,0,
3.95012,0,12.348,140,1.1417,99,0,0,0,
3.96677,0,20.034,165,1.14642,97,0,0,0,
3.98347,0,12.348,169,1.15159,99,0,0,0,
4.00015,0,20.412,144,1.15636,99,0,0,0,
4.01675,0,20.412,161,1.16151,99,0,0,0,
4.03353,0,12.6,171,1.16673,99,0,0,0,
4.05025,0,20.412,146,1.17191,98,0,0,0,
4.06692,0,12.474,147,1.17707,98,0,0,0,
4.08358,0,20.286,164,1.1818,99,0,0,0,
4.10015,0,21.168,165,1.18709,104,0,0,0,
4.11682,0,12.6,170,1.19247,101,0,0,0,
4.13353,0,20.16,171,1.19742,102,0,0,0,
4.1501,0,13.104,155,1.20273,99,0,0,0,
4.16677,0,20.16,172,1.2076,99,0,0,0,
4.18352,0,13.482,161,1.21248,100,0,0,0,
4.2001,0,21.168,155,1.21736,102,0,0,0,
4.21683,0,20.412,188,1.22273,99,0,0,0,
4.23353,0,19.656,150,1.22793,98,0,0,0,
4.25015,0,21.042,153,1.23307,101,0,0,0,
4.26682,0,12.474,169,1.23838,102,0,0,0,
4.28342,0,12.852,155,1.24313,96,0,0,0,
4.3002,0,20.286,154,1.24783,98,0,0,0,
4.31677,0,20.538,158,1.25302,100,0,0,0,
4.33345,0,12.474,159,1.25775,97,0,0,0,
4.3501,0,20.538,143,1.26288,98,0,0,0,
4.36683,0,12.348,157,1.26765,99,0,0,0,
4.38342,0,20.16,157,1.27275,97,0,0,0,
4.40008,0,19.782,139,1.27831,96,0,0,0,
4.41675,0,20.79,149,1.28302,97,0,0,0,
4.43342,0,12.348,171,1.28778,99,0,0,0,
4.45017,0,12.6,143,1.29214,100,0,0,0,
4.46683,0,12.348,162,1.29649,99,0,0,0,
4.48342,0,12.6,168,1.30126,97,0,0,0,
4.50012,0,12.348,146,1.30563,101,0,0,0,
4.51682,0,12.852,172,1.31052,103,0,0,0,
4.53345,0,12.978,162,1.31539,98,0,0,0,
4.55013,0,11.34,141,1.32021,100,0,0,0,
4.56675,0,12.096,166,1.32525,97,0,0,0,
4.58342,0,12.852,152,1.32992,97,0,0,0,
4.60017,0,12.474,140,1.33508,98,0,0,0,
4.61688,0,12.348,148,1.34016,96,0,0,0,
4.63355,0,12.096,154,1.34494,99,0,0,0,
4.65023,0,12.348,152,1.35006,98,0,0,0,
4.66677,0,12.6,146,1.35476,97,0,0,0,
4.68345,0,12.096,148,1.35986,98,0,0,0,
4.70012,0,11.97,153,1.36498,98,0,0,0,
4.71678,0,19.656,149,1.36974,100,0,0,0,
4.73345,0,19.782,151,1.3753,98,0,0,0,
4.75008,0,12.852,157,1.38086,99,0,0,0,
4.76683,0,12.6,160,1.38568,98,0,0,0,
4.78342,0,12.348,143,1.39042,98,0,0,0,
4.80008,0,12.474,159,1.39472,99,0,0,0,
4.81682,0,12.348,150,1.39987,97,0,0,0,
4.83353,0,19.782,133,1.40456,97,0,0,0,
4.8502,0,19.656,156,1.41007,97,0,0,0,
4.86683,0,19.782,152,1.41554,96,0,0,0,
4.88353,0,19.404,136,1.42108,97,0,0,0,
4.90012,0,12.096,150,1.42666,97,0,0,0,
4.91677,0,12.348,144,1.43125,96,0,0,0,
4.93343,0,11.97,149,1.43641,97,0,0,0,
4.9501,0,12.348,144,1.44109,101,0,0,0,
4.96678,0,12.096,151,1.44589,100,0,0,0,
4.98343,0,12.474,150,1.4505,95,0,0,0,
5.0001,0,12.096,147,1.45522,97,0,0,0,
5.01687,0,12.348,136,1.46032,98,0,0,0,
5.03343,0,19.53,145,1.46457,96,0,0,0,
5.05015,0,20.538,150,1.47001,98,0,0,0,
5.0668,0,11.97,153,1.47471,96,0,0,0,
5.08347,0,12.348,138,1.47936,98,0,0,0,
5.10015,0,12.096,148,1.48363,98,0,0,0,
5.11678,0,12.474,155,1.48788,99,0,0,0,
5.13343,0,12.474,155,1.4922,97,0,0,0,
5.15023,0,12.348,134,1.4965,98,0,0,0,
5.16688,0,12.474,166,1.5008,100,0,0,0,
5.18345,0,12.348,152,1.50511,98,0,0,0,
5.2001,0,11.97,136,1.50979,97,0,0,0,
5.2169,0,12.348,149,1.51441,97,0,0,0,
5.23355,0,12.096,153,1.51863,98,0,0,0,
5.2501,0,11.97,138,1.52331,98,0,0,0,
5.26678,0,12.348,147,1.52841,99,0,0,0,
5.28345,0,19.782,152,1.5331,97,0,0,0,
5.30012,0,12.096,155,1.53834,99,0,0,0,
5.31687,0,12.474,145,1.54254,96,0,0,0,
5.33345,0,12.474,140,1.54719,96,0,0,0,
5.35012,0,12.096,147,1.55142,95,0,0,0,
5.36687,0,19.656,145,1.5559,94,0,0,0,
5.38352,0,11.97,132,1.56095,97,0,0,0,
5.40022,0,20.412,134,1.56553,98,0,0,0,
5.41685,0,21.42,161,1.57118,103,0,0,0,
5.43352,0,21.042,161,1.57601,101,0,0,0,
5.45012,0,21.168,153,1.58084,102,0,0,0,
5.46677,0,20.916,176,1.58574,102,0,0,0,
5.48355,0,20.79,146,1.59063,103,0,0,0,
5.5001,0,20.916,163,1.5959,100,0,0,0,
5.51677,0,19.908,163,1.60119,97,0,0,0,
5.5335,0,19.782,131,1.60595,99,0,0,0,
5.55018,0,20.16,155,1.6111,98,0,0,0,
5.56685,0,20.664,156,1.61633,101,0,0,0,
5.58352,0,20.412,145,1.62117,100,0,0,0,
5.6002,0,20.16,161,1.62649,99,0,0,0,
5.61683,0,20.538,149,1.63168,97,0,0,0,
5.63347,0,19.908,136,1.63645,99,0,0,0,
5.65015,0,20.16,158,1.64162,98,0,0,0,
5.66678,0,19.404,147,1.64631,95,0,0,0,
5.68343,0,20.16,127,1.65139,98,0,0,0,
5.70022,0,19.908,157,1.65664,101,0,0,0,
5.71687,0,20.664,164,1.66138,101,0,0,0,
5.73345,0,19.404,133,1.66662,98,0,0,0,
5.75023,0,19.656,154,1.6722,97,0,0,0,
5.7669,0,20.034,150,1.67731,98,0,0,0,
5.78353,0,19.404,141,1.68296,99,0,0,0,
5.80013,0,20.286,148,1.68853,99,0,0,0,
5.81678,0,19.782,159,1.69372,99,0,0,0,
5.83352,0,20.034,138,1.69887,98,0,0,0,
5.85013,0,20.034,149,1.70399,98,0,0,0,
5.86678,0,19.404,156,1.70921,98,0,0,0,
5.88345,0,19.782,133,1.71435,98,0,0,0,
5.90012,0,20.0296,144,1.71903,98,0,0,0,
5.91685,0,19.278,152,1.7238,97,0,0,0,
5.93503,0,20.286,140,1.72846,99,0,0,0,
5.95017,0,20.2126,143,1.73361,98,0,0,0,
5.96688,0,20.48,153,1.73796,101,0,0,0,
5.98345,0,20.8946,154,1.74269,103,0,0,0,
6.00013,0,20.916,139,1.74741,99,0,0,0,
6.01678,0,19.782,150,1.75183,99,0,0,0,
6.03345,0,20.16,143,1.75649,96,0,0,0,
6.05012,0,19.908,139,1.76157,97,0,0,0,
6.06678,0,19.908,133,1.76622,97,0,0,0,
6.08345,0,19.908,148,1.77129,96,0,0,0,
6.10018,0,20.79,144,1.77596,97,0,0,0,
6.11687,0,20.664,137,1.78062,100,0,0,0,
6.13352,0,20.286,153,1.78622,98,0,0,0,
6.15012,0,20.538,156,1.791,100,0,0,0,
6.1668,0,20.5071,130,1.79536,99,0,0,0,
6.18348,0,21.042,165,1.80016,102,0,0,0,
6.20018,0,20.16,153,1.80501,100,0,0,0,
6.21683,0,20.3991,131,1.80978,97,0,0,0,
6.23347,0,20.412,144,1.8145,98,0,0,0,
6.25022,0,20.79,158,1.81934,101,0,0,0,
6.26697,0,20.7824,132,1.82412,98,0,0,0,
6.28358,0,20.16,144,1.82935,97,0,0,0,
6.30023,0,19.782,156,1.83455,99,0,0,0,
6.31678,0,19.782,128,1.8392,98,0,0,0,
6.33347,0,20.286,138,1.84434,98,0,0,0,
6.35015,0,20.286,148,1.84947,95,0,0,0,
6.36685,0,20.034,151,1.85515,100,0,0,0,
6.38347,0,20.664,144,1.86033,96,0,0,0,
6.40012,0,21.798,176,1.86579,98,0,0,0,
6.4169,0,21.924,180,1.87144,96,0,0,0,
6.43347,0,21.294,160,1.87691,93,0,0,0,
6.45012,0,20.79,150,1.88232,94,0,0,0,
6.4668,0,20.916,162,1.88817,94,0,0,0,
6.48355,0,21.546,177,1.89415,94,0,0,0,
6.50022,0,22.806,175,1.90018,100,0,0,0,
6.5169,0,21.42,167,1.90581,97,0,0,0,
6.53347,0,21.168,162,1.91186,94,0,0,0,
6.55013,0,21.1226,158,1.91725,93,0,0,0,
6.5669,0,20.4529,157,1.9225,102,0,0,0,
6.58347,0,20.7267,134,1.92775,100,0,0,0,
6.60013,0,20.3454,144,1.93298,99,0,0,0,
6.61678,0,20.16,153,1.9382,99,0,0,0,
6.63352,0,21.672,137,1.94346,105,0,0,0,
6.65012,0,21.042,181,1.94892,103,0,0,0,
6.66678,0,21.042,147,1.95432,102,0,0,0,
6.68352,0,20.538,160,1.95972,100,0,0,0,
6.70018,0,20.412,148,1.96508,103,0,0,0,
6.71682,0,22.05,163,1.97045,106,0,0,0,
6.73347,0,21.294,170,1.97599,106,0,0,0,
6.75018,0,21.294,178,1.9815,106,0,0,0,
6.7668,0,20.538,147,1.98656,102,0,0,0,
6.78345,0,21.546,160,1.99133,103,0,0,0,
6.80013,0,21.0938,156,1.99678,103,0,0,0,
6.81692,0,21.42,152,2.0017,103,0,0,0,
6.83362,0,21.42,147,2.00701,103,0,0,0,
6.85013,0,21.168,147,2.01247,103,0,0,0,
6.8668,0,21.7151,183,2.01691,108,0,0,0,
6.88365,0,21.6847,152,2.0215,103,0,0,0,
6.90013,0,21.2385,153,2.02655,103,0,0,0,
6.91682,0,21.0651,161,2.03154,103,0,0,0,
6.93348,0,21.5639,168,2.03655,107,0,0,0,
6.95013,0,21.294,177,2.04117,106,0,0,0,
6.9669,0,21.672,177,2.04576,105,0,0,0,
6.98347,0,22.05,174,2.05084,107,0,0,0,
7.00018,0,20.916,154,2.05595,104,0,0,0,
7.01687,0,20.9795,161,2.06089,101,0,0,0,
7.03347,0,21.294,139,2.0654,103,0,0,0,
7.0502,0,20.79,151,2.07024,99,0,0,0,
7.06682,0,20.7267,166,2.07561,103,0,0,0,
7.08357,0,21.1226,146,2.081,105,0,0,0,
7.10013,0,21.42,163,2.08645,104,0,0,0,
7.1169,0,21.294,163,2.09191,106,0,0,0,
7.13347,0,21.9927,199,2.09761,105,0,0,0,
7.15012,0,24.696,201,2.10355,107,0,0,0,
7.16678,0,24.4595,206,2.11036,109,0,0,0,
7.18347,0,24.57,227,2.11713,108,0,0,0,
7.20013,0,23.9673,192,2.12323,107,0,0,0,
7.21688,0,23.9673,220,2.12931,106,0,0,0,
7.23352,0,24.4209,208,2.13547,109,0,0,0,
7.25022,0,25.578,215,2.14166,112,0,0,0,
7.26682,0,25.3402,230,2.14807,110,0,0,0,
7.2835,0,24.948,223,2.15444,110,0,0,0,
7.30015,0,24.822,206,2.16077,108,0,0,0,
7.31683,0,24.948,234,2.16704,112,0,0,0,
7.33347,0,25.6764,228,2.17343,110,0,0,0,
7.35027,0,24.318,201,2.17979,109,0,0,0,
7.3668,0,25.2,218,2.18601,109,0,0,0,
7.38363,0,24.948,231,2.19232,110,0,0,0,
7.40025,0,24.6936,203,2.19856,109,0,0,0,
7.41682,0,24.444,227,2.20485,110,0,0,0,
7.43348,0,25.326,226,2.21112,112,0,0,0,
7.45015,0,25.578,220,2.21751,112,0,0,0,
7.46682,0,25.0532,204,2.22445,110,0,0,0,
7.48347,0,25.326,231,2.23141,111,0,0,0,
7.50013,0,24.57,226,2.23837,110,0,0,0,
7.51682,0,24.066,189,2.24455,107,0,0,0,
7.53348,0,24.2678,223,2.25132,108,0,0,0,
7.55015,0,24.4982,202,2.25805,107,0,0,0,
7.56682,0,22.428,202,2.26354,101,0,0,0,
7.58353,0,22.05,148,2.26921,102,0,0,0,
7.60025,0,22.554,182,2.27483,111,0,0,0,
7.61692,0,22.176,179,2.28055,110,0,0,0,
7.63355,0,22.176,164,2.28635,108,0,0,0,
7.65013,0,22.05,165,2.29154,107,0,0,0,
7.66682,0,15.498,163,2.29696,111,0,0,0,
7.68347,0,23.31,184,2.30194,112,0,0,0,
7.70015,0,22.428,178,2.3074,109,0,0,0,
7.71682,0,22.428,169,2.3127,109,0,0,0,
7.73347,0,22.4715,170,2.31798,108,0,0,0,
7.75013,0,22.4065,159,2.32334,111,0,0,0,
7.76688,0,23.0743,192,2.32926,117,0,0,0,
7.78355,0,23.9303,197,2.33528,115,0,0,0,
7.80022,0,23.7104,200,2.34142,117,0,0,0,
7.81687,0,24.4209,208,2.34702,120,0,0,0,
7.83348,0,24.0045,193,2.35368,117,0,0,0,
7.85017,0,23.602,190,2.35973,113,0,0,0,
7.86687,0,23.2825,178,2.36527,114,0,0,0,
7.88352,0,22.806,164,2.37165,112,0,0,0,
7.90015,0,22.806,164,2.37701,111,0,0,0,
7.91692,0,23.2127,186,2.38229,113,0,0,0,
7.93353,0,23.0058,172,2.38767,110,0,0,0,
7.95022,0,22.6689,161,2.39293,112,0,0,0,
7.96682,0,23.1433,180,2.39826,110,0,0,0,
7.98362,0,22.0868,169,2.40369,109,0,0,0,
8.00027,0,23.04,170,2.40889,112,0,0,0,
8.01698,0,22.1818,160,2.41423,108,0,0,0,
8.03348,0,22.1184,170,2.41934,105,0,0,0,
8.05017,0,21.6544,137,2.42446,104,0,0,0,
8.06693,0,21.4742,167,2.43003,105,0,0,0,
8.08348,0,22.024,152,2.43564,106,0,0,0,
8.10027,0,21.7456,169,2.44121,108,0,0,0,
8.11693,0,22.5698,173,2.44687,110,0,0,0,
8.13348,0,23.638,186,2.45276,106,0,0,0,
8.15025,0,23.8565,203,2.45936,107,0,0,0,
8.16692,0,23.814,203,2.46594,103,0,0,0,
8.18357,0,23.814,182,2.47256,105,0,0,0,
8.20015,0,23.31,205,2.47908,102,0,0,0,
8.21682,0,22.806,170,2.4855,102,0,0,0,
8.23348,0,22.806,172,2.49189,103,0,0,0,
8.25015,0,22.932,172,2.49775,102,0,0,0,
8.26682,0,24.0045,182,2.5036,107,0,0,0,
8.28348,0,23.602,201,2.50968,104,0,0,0,
8.30015,0,23.04,168,2.51554,101,0,0,0,
8.31682,0,23.0743,183,2.52134,101,0,0,0,
8.33355,0,23.4945,178,2.52722,105,0,0,0,
8.35023,0,23.1433,186,2.53313,102,0,0,0,
8.36688,0,22.9376,189,2.53893,103,0,0,0,
8.38355,0,23.3176,161,2.54477,103,0,0,0,
8.40015,0,23.0058,190,2.55062,103,0,0,0,
8.41685,0,23.388,182,2.55649,103,0,0,0,
8.43352,0,23.0058,190,2.56236,101,0,0,0,
8.45015,0,24.3825,183,2.56836,107,0,0,0,
8.46682,0,23.0058,185,2.57489,101,0,0,0,
8.48358,0,23.04,179,2.58132,103,0,0,0,
